name,country,city,address,phone,website,rating,reviews_count,latitude,longitude,business_type,hours,type
Moto Iliopoulos Service,Greece,Athens,"Leof. Spaton 39, Gerakas 153 44, Greece",+30 21 0604 6780,N/A,4.5,73,38.004594,23.8548169,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Επισκευές moto JIMYS,Greece,Athens,"Ioulianou 69, Athina 104 33, Greece",+30 21 0825 3554,N/A,4.9,44,37.9918575,23.7272058,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Bikezone344,Greece,Athens,"Patision 344, Athina 111 41, Greece",+30 21 0228 9658,N/A,4.5,26,38.0191308,23.7354523,Motorcycle repair shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
INTERMOTO,Greece,Athens,"Michalakopoulou 92, Athina 115 28, Greece",+30 21 0417 3235,http://www.inter-moto.gr/,4.2,96,37.980613,23.7572699,Motorcycle repair shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
Suzuki Moto Spirit,Greece,Athens,"Mavromichali 163, Athina 114 72, Greece",+30 21 0644 1954,https://www.motospirit.gr/,4.7,258,37.9886556,23.7455577,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Francesco Service,Greece,Athens,"Kallirrois 18, Athina 117 43, Greece",+30 21 0924 0650,http://www.francesco.gr/,4.7,93,37.9661878,23.7306533,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,Motorcycle Repair Shop
Ostirio Customizing,Greece,Athens,"Leof. Vouliagmenis 85, Athina 116 36, Greece",+30 21 0923 4555,N/A,5.0,1,37.9612464,23.734275,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Kawasaki Mermigas Team,Greece,Athens,"Geor. Bonanou 4, Athina 115 27, Greece",+30 21 0775 8193,https://www.facebook.com/pages/%CE%9C%CE%B5%CF%81%CE%BC%CE%B7%CE%B3%CE%BA%CE%B1%CF%82-Kawasaki/147544432019790,4.9,239,37.9852148,23.7625259,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
SCOOTERADIKO,Greece,Athens,"Leof. Vouliagmenis 447, Ilioupoli 163 46, Greece",+30 21 0995 4944,https://scooteradiko.gr/,4.9,117,37.931639,23.744762,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
"""Dítrocho"" motorcycle workshop",Greece,Athens,"Leof. Ionias 216-218, Athina 111 44, Greece",+30 21 0202 0208,N/A,4.5,70,38.015811,23.72968,Motorcycle repair shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
Service Moto - Ελευθερόπουλος - Κλίτσας,Greece,Athens,"Orionos 31, Zografou 157 73, Greece",N/A,N/A,4.5,15,37.9808762,23.7702708,Motorcycle repair shop,N/A,Motorcycle Repair Shop
ΜΟΤΟWORKZ,Greece,Athens,"Leof. Vouliagmenis 102, Athina 117 43, Greece",+30 21 0902 0110,https://www.motoworkz.gr/,4.8,89,37.9585011,23.7343399,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
HAVELLAS ΜΟΤΟ,Greece,Athens,"Trofoniou 18, Athina 104 40, Greece",+30 21 0881 6697,https://www.havellas.gr/,4.7,165,37.9946091,23.7216055,Motorcycle repair shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
Flying Dutchman,Greece,Thessaloniki,"Ag. Nestoros 18, Thessaloniki 546 32, Greece",+30 698 970 8251,N/A,5.0,25,40.6451722,22.9362942,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Biker's Store Σισμάνης-Σεραφειμίδης,Greece,Thessaloniki,"Ag. Nestoros 32, Thessaloniki 546 32, Greece",+30 231 063 6635,https://www.bikerstore.gr/,4.8,146,40.6458808,22.9357288,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Moto station SERVICE,Greece,Thessaloniki,"Ano Tzoumagias 24, Thessaloniki 544 53, Greece",+30 231 095 3913,N/A,4.7,86,40.6152981,22.9665761,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
MotEng ( Motorcycle Engineering ),Greece,Thessaloniki,"Irodou Attikou 4, Thessaloniki 546 25, Greece",+30 698 033 5513,N/A,4.6,44,40.6369175,22.9370538,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Moto Project,Greece,Thessaloniki,"Mantinias 24, Thessaloniki 546 44, Greece",+30 231 082 2012,https://www.vrisko.gr/details/aka0bh2k41_k7a2e6dbadd2430b037bf,4.9,81,40.6076285,22.9616175,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
MOTO STAMATIS,Greece,Thessaloniki,"Grigoriou Lampraki 66a, Thessaloniki 546 38, Greece",+30 231 090 2053,https://motostamatis.car.gr/bikes,4.9,131,40.6194822,22.9673907,Motorcycle repair shop,Closed ⋅ Opens 9 AM Wed,Motorcycle Repair Shop
Συνεργείο Μοτοσυκλετών Motowork,Greece,Thessaloniki,"Melenikou 1, Thessaloniki 542 48, Greece",+30 231 042 6159,N/A,4.8,124,40.6007548,22.9603328,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Probike,Greece,Thessaloniki,"Leof. Kon/nou Karamanli 10, Thessaloniki 546 38, Greece",+30 231 086 8688,http://www.probike.gr/,4.8,121,40.6211227,22.9622217,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
MOTOELECTRICS ηλεκτρολογος μοτοσυκλετων,Greece,Thessaloniki,"Mantinias 80, Thessaloniki 542 48, Greece",+30 231 084 4510,https://www.facebook.com/Motoelectrics/,4.6,99,40.6035759,22.9630741,Motorcycle repair shop,N/A,Motorcycle Repair Shop
DRIZIS TEAM Συνεργείο ATV - Μοτοσικλετών,Greece,Thessaloniki,"Karakasi 58, Thessaloniki 546 44, Greece",+30 231 090 8009,https://www.facebook.com/drizisteam,4.8,50,40.6064624,22.9646169,Motorcycle repair shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
TT συνεργειο μοτοσυκλετων,Greece,Thessaloniki,"Pontou 97, Kalamaria 551 33, Greece",+30 231 601 0969,http://www.facebook.com/ttmotoservice/,4.8,70,40.5806794,22.9535411,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Adrenaline Junkies Workshop,Greece,Thessaloniki,"Αγροτεμάχιο 416 προέκταση Μαιάνδρου Ευόσμου, Oreokastro 570 13, Greece",+30 231 069 7431,https://www.facebook.com/adrenalinejunkies1997/,4.7,133,40.6992475,22.909817,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
Moto MAROULAS,Greece,Thessaloniki,"Kesarias 15, Thessaloniki 544 54, Greece",+30 231 092 1192,N/A,4.7,75,40.6104474,22.9756578,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Italy Speed Service,Greece,Thessaloniki,"Archeologikou Mousiou 46, Thessaloniki 546 41, Greece",+30 231 081 7326,https://www.vrisko.gr/details/43_310ag507g1fci04dc6b6i6d4e1k6_,4.8,88,40.6157906,22.9593415,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,Motorcycle Repair Shop
Συνεργείο Μοτοσυκλετών Motor Express,Greece,Thessaloniki,"Makedonias 17, Thessaloniki 546 42, Greece",+30 231 084 4403,N/A,4.8,23,40.6109922,22.9582088,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Makis Service,Greece,Thessaloniki,"Papafi 14, Thessaloniki 546 39, Greece",+30 231 090 2909,https://www.facebook.com/makisservice/,4.6,157,40.6215944,22.9606834,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
GARAGE Motorcycle Workshop,Greece,Thessaloniki,"Leof. Vasilissis Olgas 120, Thessaloniki 546 45, Greece",+30 231 084 0035,N/A,4.8,35,40.6034724,22.9528413,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
ΜΟΤΟ ΜΗΧΑΝΙΚΗ,Greece,Thessaloniki,"Steliou Dragoumanou 17, Thessaloniki 546 29, Greece",+30 231 055 6573,N/A,5.0,84,40.6443025,22.9337168,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
DKworkshop -Συνεργείο Μοτοσικλετών,Greece,Thessaloniki,"Anatolikis Thrakis 119-121, Thessaloniki 544 53, Greece",+30 231 182 4925,https://www.facebook.com/DKworkshop2020,4.9,77,40.6056279,22.9737698,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Motor 1 Ace Customs Ε.Ε. Harley-Davidson & more.,Greece,Thessaloniki,"Kosma tou Εtolou 8, Thessaloniki 546 43, Greece",+30 231 091 8883,N/A,4.9,59,40.6093528,22.9536206,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
Μότο Μιχαηλίδης,Greece,Thessaloniki,"Leof. 28is Oktovriou 64, Ampelokipi 561 23, Greece",+30 231 074 4050,N/A,4.7,67,40.652925,22.9310374,Motorcycle repair shop,Closed ⋅ Opens 9:30 AM Mon,Motorcycle Repair Shop
Automotive motorcycles parts & services,Greece,Thessaloniki,"28is Oktovriou 10, Evosmos 562 24, Greece",+30 231 067 2753,N/A,4.6,20,40.6672266,22.9087123,Motorcycle repair shop,Closed ⋅ Opens 9:30 AM Mon,Motorcycle Repair Shop
Τόνη Μπάτζιο - Επισκευές και Τροποποιήσεις Σελών Μοτοσικλέτας,Greece,Thessaloniki,"Karaoli ke Dimitriou Ton Kiprion 56, Thessaloniki 546 30, Greece",+30 231 052 4260,https://tonimpatzio.com/,4.6,195,40.6404854,22.9430018,Motorcycle repair shop,Closed ⋅ Opens 11 AM,Motorcycle Repair Shop
Rocos Garage,Greece,Thessaloniki,"Kotta Roulia, Thessaloniki 546 27, Greece",+30 231 055 6359,https://www.facebook.com/rocosgarage/,4.7,52,40.6461486,22.918282,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
MARKOPOULOS JOHN,Greece,Thessaloniki,"Marathonos 12, Thessaloniki 546 38, Greece",+30 231 086 5068,N/A,4.9,230,40.6181582,22.964999,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,Motorcycle Repair Shop
Συνεργείο Μοτοσυκλέτων-Ποδηλάτων Παντελής,Greece,Thessaloniki,"Perdika 41, Thessaloniki 546 39, Greece",+30 231 083 1630,N/A,4.8,49,40.6200391,22.9599028,Motorcycle repair shop,Closed ⋅ Opens 9:50 AM,Motorcycle Repair Shop
ΜΟΤΟ ΑΜΕΡΙΚΑΝΟΣ,Greece,Thessaloniki,"Leof. Kallitheas 61, Ampelokipi 561 23, Greece",+30 231 074 8778,N/A,4.7,26,40.6501108,22.9314009,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Συνεργείο μοτοσυκλετών Motor Attack,Greece,Thessaloniki,"Kanari 17, Thessaloniki 546 44, Greece",+30 231 126 2557,http://www.motor-attack.gr/,4.8,121,40.6086615,22.9652278,Motorcycle repair shop,Closed ⋅ Opens 9:30 AM Mon,Motorcycle Repair Shop
Μοτο Τζαχής,Greece,Thessaloniki,"Geor. Gennimata 1, Thessaloniki 561 21, Greece",+30 231 072 1579,https://www.facebook.com/tzachismoto/,4.8,34,40.6500656,22.9208341,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Bike Therapy,Greece,Thessaloniki,"Lisandrou 8, Thessaloniki 546 42, Greece",+30 231 088 9186,N/A,4.5,133,40.6096692,22.9631232,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Moto-Explorer,Greece,Thessaloniki,"P. Tsaldari 43, Neapoli 567 27, Greece",+30 231 054 8145,http://www.motoexplorer.net/,4.7,131,40.65526,22.9393021,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Extreme Workshop,Greece,Thessaloniki,"Filippou 31, Thessaloniki 565 33, Greece",+30 231 121 2192,N/A,4.8,26,40.6600334,22.9499339,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
Μοτο Λαγαρίας,Greece,Thessaloniki,"Kanari 4, Evosmos 562 24, Greece",+30 231 076 1511,N/A,4.8,32,40.6726737,22.9054314,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,Motorcycle Repair Shop
ROAD4BIKE ΣΥΝΕΡΓΕΙΟ ΜΟΤΟΣΥΚΛΕΤΩΝ ΘΕΡΜΗ,Greece,Thessaloniki,"Tavaki 43, Thermi 570 01, Greece",+30 231 129 9007,N/A,4.5,40,40.5513901,23.0184882,Motorcycle repair shop,Closed ⋅ Opens 9:30 AM Mon,Motorcycle Repair Shop
BoxerMotoWarranty,Greece,Thessaloniki,"Leof. 28is Oktovriou 149, Ampelokipi 561 21, Greece",+30 231 073 1060,N/A,4.9,180,40.6593348,22.9233794,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Moto Terzidis,Greece,Thessaloniki,"El. Venizelou 165, Menemeni 561 22, Greece",+30 231 072 7102,https://moto-terzidis.gr/,5.0,65,40.6597314,22.9128382,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
MOTOELECTRO (Ηλεκτρολογείο μοτοσυκλετών),Greece,Thessaloniki,"Praxagora 20, Thessaloniki 543 51, Greece",+30 231 094 8111,N/A,4.8,142,40.6132464,22.9754427,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
NINO’S TECHNOSHOP,Greece,Thessaloniki,"Βοσπόρου 67, Thessaloniki 544 54, Greece",+30 231 090 7837,N/A,4.9,143,40.608567,22.975499,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,Motorcycle Repair Shop
MOTOSTYL ΑΦΟΙ ΑΡΑΜΠΑΤΖΗ,Greece,Thessaloniki,"Delfon 159, Thessaloniki 542 48, Greece",+30 231 048 8960,N/A,4.6,104,40.5985382,22.9601805,Motorcycle repair shop,Closed ⋅ Opens 9:30 AM Wed,Motorcycle Repair Shop
MOTO THEOCHARIS,Greece,Thessaloniki,"Karaoli ke Dimitriou Ton Kiprion 38-40, Thessaloniki 546 30, Greece",+30 231 053 1428,http://www.moto-theoharis.gr/,4.4,49,40.6403628,22.9411154,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,Motorcycle Repair Shop
MotoDoctors,Greece,Thessaloniki,"Solonos 72, Thessaloniki 542 48, Greece",+30 231 500 6230,https://www.vrisko.gr/details/0h_gae4ebh4a5hc507607j220dae4704,4.0,51,40.6044526,22.9591555,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Angelochoritis John,Greece,Thessaloniki,"Ostrovou 50, Thessaloniki 544 53, Greece",+30 231 090 1169,https://www.vrisko.gr/details/d4_316a64_637c7ibi31_77kc5750bb6,4.3,103,40.6139914,22.9682229,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
MotoGAS Racing,Greece,Thessaloniki,"Ploutarchou 4, Stavroupoli 564 31, Greece",+30 231 551 9484,http://www.facebook.com/Moto-GAS-racing-245318855496884/,4.3,39,40.6712029,22.9310356,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Moto Petrosian,Greece,Thessaloniki,"Λαγκαδά 170, Stavroupoli 564 30, Greece",+30 231 060 6421,https://www.facebook.com/MOTO-Petrosian-1601373473341387,5.0,30,40.663349,22.9363442,Motorcycle repair shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
Moto Touch,Greece,Thessaloniki,"Makedonias 56, Evosmos 562 24, Greece",+30 231 607 0884,https://mototouch.gr/,4.9,31,40.6620468,22.9096376,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
MOTOHOLIC,Greece,Thessaloniki,"Katsantoni 22, Eleftherio Kordelio 563 34, Greece",+30 231 055 9250,https://motoholic.car.gr/,4.5,31,40.6668679,22.8958493,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
ΖΑΦΕΙΡΙΑΔΗΣ ΑΝΤΩΝΗΣ - goRIDER,Greece,Thessaloniki,"Dim. Margaropoulou 70, Thessaloniki 546 29, Greece",+30 231 032 3738,N/A,4.8,41,40.6480253,22.9250933,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Motor shop endo,Greece,Thessaloniki,"Palea Katsimidou 1, Thessaloniki 546 39, Greece",N/A,N/A,4.5,8,40.6180271,22.9630833,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Help Moto Οδική βοήθεια,Greece,Thessaloniki,"Paraskevopoulou 30, Thessaloniki 546 40, Greece",+30 698 888 6360,https://www.facebook.com/Help-Moto-374476916069624/,4.9,66,40.6163239,22.9563792,Motorcycle repair shop,Open 24 hours,Motorcycle Repair Shop
ΜΌΤΟ ΘΥΜΙΟΣ,Greece,Thessaloniki,"Riga Feraiou 108, Sikies 567 28, Greece",+30 231 063 0138,https://www.vrisko.gr/details/66220g7j1iad1j075h0_ah2i_472_40j,3.8,163,40.6501872,22.9476337,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
THEOFYLAKTOU KONSTANTINOS,Greece,Thessaloniki,"El. Venizelou 18, Neapoli 567 27, Greece",+30 231 054 8379,N/A,4.7,136,40.6490845,22.9366242,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
MOTO WORKSHOP PREMIUM SERVICE,Greece,Thessaloniki,"Kapetan Agra 23, Stavroupoli 564 30, Greece",+30 698 195 6821,N/A,5.0,32,40.661432,22.9308728,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
ΜΟΤΟ ΜΑΡΓΑΡΙΤΗΣ ΝΙΚΟΣ,Greece,Thessaloniki,"M. Merkouri 21, Eleftherio Kordelio 563 34, Greece",+30 231 075 9113,N/A,5.0,70,40.6685382,22.8938926,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,Motorcycle Repair Shop
MY PIAGGIO,Greece,Thessaloniki,"Varonou Chirs 18, Thessaloniki 546 42, Greece",+30 231 086 4310,N/A,4.7,44,40.6124114,22.9589677,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
garage motorcycles,Greece,Thessaloniki,"Mantinias 52, Thessaloniki 546 44, Greece",+30 231 553 6532,N/A,4.8,32,40.6056344,22.9623836,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
NOURLOGLOU LEONIDAS TOU DIMITRIOU,Greece,Thessaloniki,"Zakka 33, Neapoli 567 27, Greece",+30 231 052 0134,https://www.facebook.com/DaltonsRacingTeam/,4.4,48,40.6565125,22.938814,Motorcycle repair shop,Closed ⋅ Opens 9:30 AM Mon,Motorcycle Repair Shop
Service Manual,Greece,Thessaloniki,"Gianni Chalkidi 9, Thessaloniki 542 49, Greece",+30 231 305 1150,https://www.facebook.com/servicemanual.motorcycles/,4.6,64,40.6048774,22.9646218,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
Vintage Motorcycle Works,Denmark,Copenhagen,"Prags Blvd. 63c, 2300 København, Denmark",+45 25 36 41 30,http://www.highflowcycles.com/,5.0,2,55.6686763,12.616611,Motorcycle repair shop,Closed ⋅ Opens 9 am Mon,Motorcycle Repair Shop
Mc Parts Værksted,Denmark,Copenhagen,"Sydmarken 35, 2860 Søborg, Denmark",+45 22 72 80 56,http://www.mcparts.dk/,4.9,17,55.7335467,12.4799143,Motorcycle repair shop,Closed ⋅ Opens 9 am Mon,Motorcycle Repair Shop
De Fedtede Fingre Garage,Denmark,Copenhagen,"Prags Blvd. 63, 2300 København, Denmark",N/A,https://danskfirmaguide.top/business/de-fedtede-fingre-garage-VIR4WQD6A,4.7,21,55.6686328,12.6167833,Motorcycle repair shop,Closed ⋅ Opens 4 pm Tue,Motorcycle Repair Shop
BMW Service v/Jan Neumann,Denmark,Copenhagen,"Damhus Blvd. 55, 2610 Rødovre, Denmark",+45 36 72 49 67,N/A,4.9,179,55.6685556,12.466888,Motorcycle repair shop,Closed ⋅ Opens 7 am Mon,Motorcycle Repair Shop
Dead Cat Motorcycles,Denmark,Copenhagen,"Æbeløgade 4, 2100 København, Denmark",+45 51 33 63 36,N/A,4.8,17,55.71149,12.5644402,Motorcycle repair shop,Closed ⋅ Opens 6 pm Tue,Motorcycle Repair Shop
Pappas Geschjæft,Denmark,Copenhagen,"Hvidovre Alle 22, 2650 Hvidovre, Denmark",+45 36 47 21 99,N/A,5.0,1,55.6581315,12.4760584,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Steven's Mc Shop ApS,Denmark,Copenhagen,"Kirstinehøj 51, 2770 Kastrup, Denmark",+45 32 50 07 80,http://www.stevensmcshop.dk/,4.5,204,55.614133,12.6147558,Motorcycle shop,Closed ⋅ Opens 10 am,Motorcycle Repair Shop
"Marker's Garage / Touringshop.dk, 100% MC-Køreskole & MotorRecycle Gear",Denmark,Copenhagen,"Roskildevej 46E, 2000 Frederiksberg, Denmark",+45 40 50 88 55,https://www.markersgarage.dk/,4.8,104,55.6722761,12.5128855,Motorcycle parts store,Closed ⋅ Opens 12 pm Sun,Motorcycle Repair Shop
Nimbus København,Denmark,Copenhagen,"Gillesager 114, 2605 Brøndby, Denmark",N/A,https://busidan.org/business/nimbus-kbenhavn-VIRA7LQZB,N/A,0,55.6643415,12.4446364,Motorcycle repair shop,Open 24 hours,Motorcycle Repair Shop
Thunder Bear Motors,Denmark,Copenhagen,"Sankelmarksgade, 1676 København, Denmark",+45 60 66 13 91,http://www.facebook.com/thunderbearmotors,N/A,0,55.6669268,12.5481916,Motorcycle repair shop,N/A,Motorcycle Repair Shop
slowbuilt,Denmark,Copenhagen,"Matthæusgade 40, 1666 København, Denmark",+45 23 20 13 89,N/A,N/A,0,55.6700041,12.5468255,Motorcycle repair shop,N/A,Motorcycle Repair Shop
CJ Performance,Denmark,Copenhagen,"Refshalevej 169B, 1432 København, Denmark",+45 40 46 90 07,https://busidan.org/business/cj-performance-VIRUR3Y2B,N/A,0,55.6935419,12.608027,Motorcycle repair shop,Closed ⋅ Opens 7 am Mon,Motorcycle Repair Shop
Fisker Motorcykler,Denmark,Copenhagen,"Åboulevard 55, 1960 Frederiksberg C, Denmark",+45 35 35 81 31,http://www.fisker-mc.dk/,4.7,231,55.685045,12.5477133,Motorcycle repair shop,Closed ⋅ Opens 8 am Mon,Motorcycle Repair Shop
High Flow Cycles,Denmark,Copenhagen,"Prags Blvd. 63C, 2300 København, Denmark",+45 25 36 41 30,https://www.highflowcycles.com/,N/A,0,55.6688793,12.6162377,Motorcycle repair shop,Closed ⋅ Opens 9 am Mon,Motorcycle Repair Shop
Ointen Mc Klub,Denmark,Copenhagen,"Hobrovej 82, 2610 Rødovre, Denmark",N/A,N/A,5.0,1,55.696854,12.4418693,Motorcycle repair shop,Closed ⋅ Opens 4 pm Tue,Motorcycle Repair Shop
Bolt & Volt,Denmark,Copenhagen,"Prags Blvd. 63C, 2300 København, Denmark",+45 22 37 22 07,N/A,3.0,2,55.6686763,12.616611,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Andersen Nimbus,Denmark,Copenhagen,"Elmevang 3, 2660 Brøndby Strand, Denmark",+45 40 50 02 65,http://www.andersennimbus.dk/,4.7,11,55.618013,12.405465,Motorcycle repair shop,N/A,Motorcycle Repair Shop
us garage,Denmark,Copenhagen,"Paul Bergsøes Vej 17, 2600 Glostrup, Denmark",N/A,N/A,N/A,0,55.6704663,12.4172725,Motorcycle repair shop,N/A,Motorcycle Repair Shop
Fa. Moto-sport,Denmark,Copenhagen,"Degnemose Allé 4, 2700 Brønshøj-Husum, Denmark",+45 38 89 03 12,http://famoto-sport.dk/,4.6,82,55.7044713,12.5060034,Motorcycle repair shop,Closed ⋅ Opens 10 am Mon,Motorcycle Repair Shop
Mekanik Motorcykler,Denmark,Copenhagen,"Avedøreholmen 82a, 2650 Hvidovre, Denmark",+45 60 55 69 08,https://mekanikmc.dk/,3.0,2,55.6106506,12.4654789,Motorcycle repair shop,Closed ⋅ Opens 10 am Mon,Motorcycle Repair Shop
Aagesen MC Værkstedet,Denmark,Copenhagen,"Hvidovrevej 3, 2610 Rødovre, Denmark",+45 36 72 18 72,http://www.aagesenmc.dk/,3.6,38,55.6715638,12.4749058,Motorcycle repair shop,Closed ⋅ Opens 7 AM Mon,Motorcycle Repair Shop
Islands Brygge Cykler,Denmark,Copenhagen,"Islands Brygge 15, 2300 København, Denmark",+45 32 20 20 57,https://www.facebook.com/Islandsbryggecykler/,4.5,86,55.6676761,12.5781637,Bicycle Shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
brdrsejr,Denmark,Copenhagen,"Vesterbrogade 192, 1800 Frederiksberg, Denmark",N/A,https://brdrsejr.dk/,N/A,0,55.6707813,12.5341879,Motorcycle repair shop,N/A,Motorcycle Repair Shop
M C Parts V / Frank Jensen,Denmark,Copenhagen,"Sydmarken 35, 2860 Søborg, Denmark",+45 28 45 63 59,http://www.mcparts.dk/,4.9,198,55.7335794,12.4799009,Motorcycle repair shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
MCMekanix,Denmark,Copenhagen,"Egensevej 30, 2770 Kastrup, Denmark",+45 31 17 51 17,N/A,N/A,0,55.623604,12.5965531,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
CPH Bike Express,Denmark,Copenhagen,"Borgbjergsvej 39, 2450 København, Denmark",+45 32 12 54 77,N/A,4.7,165,55.6502846,12.5361444,Bicycle Shop,Closed ⋅ Opens 9:30 AM,Motorcycle Repair Shop
Langgade Cykler,Denmark,Copenhagen,"Valby Langgade 142, 2500 Valby, Denmark",+45 22 55 44 47,N/A,4.6,146,55.6675321,12.5015823,Bicycle Shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
A H Cycles,Denmark,Copenhagen,"Istedgade 39, 1650 København, Denmark",+45 36 89 38 00,http://www.ahcykler.dk/,4.4,119,55.669878,12.5561856,Bicycle Shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
Ducati Copenhagen,Denmark,Copenhagen,"Turbinevej 9, 2860 Søborg, Denmark",+45 70 70 11 25,https://www.semlermobility.dk/om-os/ducati-motorcykler/,4.4,36,55.7309939,12.4584034,Motorcycle dealer,Closed ⋅ Opens 10 AM Mon,Motorcycle Repair Shop
Sali's Bike,Denmark,Copenhagen,"H. P. Ørums Gade 1, 2100 København, Denmark",+45 20 77 11 86,https://www.salisbike.dk/,4.8,328,55.7099003,12.5600605,Bicycle Shop,Closed ⋅ Opens 9 AM,Motorcycle Repair Shop
Valby Cykler,Denmark,Copenhagen,"Valby Tingsted 5, 2500 København, Denmark",+45 36 16 00 08,https://m.facebook.com/ValbyCyklertingsted5/photos/a.107817734449960/196226062275793/?type=3,4.8,91,55.6656261,12.5146953,Bicycle Shop,Closed ⋅ Opens 10 AM,Motorcycle Repair Shop
Brødrene Kyhn,Denmark,Copenhagen,"Nordre Fasanvej 125, 2000 Frederiksberg, Denmark",+45 38 34 78 26,http://www.triumphmotorcycles.dk/,4.2,26,55.690764,12.5300768,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,Motorcycle Repair Shop
